budget,genres,id,keywords,original_language,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",205,"[{""id"": 971, ""name"": ""rwanda""}, {""id"": 972, ""name"": ""refugee""}, {""id"": 973, ""name"": ""refugee camp""}, {""id"": 1550, ""name"": ""militia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10877, ""name"": ""dead body""}, {""id"": 11872, ""name"": ""atrocity""}, {""id"": 13069, ""name"": ""african""}, {""id"": 14624, ""name"": ""cruelty""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15053, ""name"": ""united nations""}, {""id"": 33617, ""name"": ""genocide in rwanda""}, {""id"": 34079, ""name"": ""death""}]",en,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""United Artists"", ""id"": 60}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Miracle Pictures"", ""id"": 2760}, {""name"": ""Sixth Sense Productions"", ""id"": 7495}, {""name"": ""Mikado Film"", ""id"": 11912}, {""name"": ""Inside Track Films"", ""id"": 19834}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2004/9/11,38000000,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,7.5
45000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1577,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11738, ""name"": ""evil corporation""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}]",en,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Constantin Film Ltd."", ""id"": 53530}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2004/9/10,129394835,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.1
18339750,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",613,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 351, ""name"": ""poison""}, {""id"": 407, ""name"": ""dictator""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1698, ""name"": ""ideology""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 2300, ""name"": ""despair""}, {""id"": 2535, ""name"": ""destroy""}, {""id"": 2850, ""name"": ""testament""}, {""id"": 3054, ""name"": ""capitulation""}, {""id"": 3055, ""name"": ""soviet troops""}, {""id"": 3060, ""name"": ""race politics""}, {""id"": 3061, ""name"": ""national socialism""}, {""id"": 3063, ""name"": ""adolf hitler""}, {""id"": 3064, ""name"": ""ultimate victory""}, {""id"": 3065, ""name"": ""minister""}, {""id"": 3068, ""name"": ""national socialist party""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 33671, ""name"": ""german shepherd""}]",de,"[{""name"": ""Degeto Film"", ""id"": 986}, {""name"": ""EOS Entertainment"", ""id"": 2278}, {""name"": ""Rai Cinema"", ""id"": 2683}, {""name"": ""\u00d6sterreichischer Rundfunk (ORF)"", ""id"": 3391}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Norddeutscher Rundfunk (NDR)"", ""id"": 7201}]","[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2004/9/8,92180910,156,"[{""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,7.7
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9759,"[{""id"": 974, ""name"": ""bank""}, {""id"": 1880, ""name"": ""mobile phone""}, {""id"": 6103, ""name"": ""telephone""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6149, ""name"": ""police""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/9/6,56422687,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.1
12806000,"[{""id"": 18, ""name"": ""Drama""}]",1913,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 856, ""name"": ""paraplegic""}, {""id"": 1567, ""name"": ""intensive care""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5896, ""name"": ""galicia""}, {""id"": 5897, ""name"": ""bathing accident""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 41599, ""name"": ""sailor""}, {""id"": 206662, ""name"": ""euthanasia""}, {""id"": 208666, ""name"": ""dignity""}]",es,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Sogecine"", ""id"": 692}, {""name"": ""Himen\u00f3ptero"", ""id"": 784}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Televisi\u00f3n Espa\u00f1ola (TVE)"", ""id"": 6639}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique (UGC)"", ""id"": 7248}, {""name"": ""Televisi\u00f3n de Galicia (TVG) S.A."", ""id"": 10050}, {""name"": ""Ministerio de Cultura"", ""id"": 11408}, {""name"": ""Sogepaq"", ""id"": 11955}, {""name"": ""Eyescreen S.r.l."", ""id"": 12012}, {""name"": ""Filmanova"", ""id"": 28812}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2004/9/3,38535221,125,"[{""iso_639_1"": ""gl"", ""name"": ""Galego""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,7.2
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",15644,"[{""id"": 10183, ""name"": ""independent film""}]",en,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Icon Entertainment International"", ""id"": 4564}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/9/3,16605763,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,5.8
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",11208,"[{""id"": 2038, ""name"": ""love of one's life""}, {""id"": 4908, ""name"": ""leave""}, {""id"": 11200, ""name"": ""look-alike""}, {""id"": 34038, ""name"": ""intrigue""}]",en,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/9/3,13001257,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.7
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",18475,"[{""id"": 10267, ""name"": ""comedy""}]",en,"[{""name"": ""Cookout Productions"", ""id"": 3494}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/9/3,12,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,4.6
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11632,"[{""id"": 212, ""name"": ""london england""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 5212, ""name"": ""advancement""}, {""id"": 155697, ""name"": ""aristocrat""}, {""id"": 187056, ""name"": ""woman director""}]",en,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/9/1,16123851,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,5.5
27000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",8080,"[{""id"": 10714, ""name"": ""serial killer""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Intermedia Films"", ""id"": 763}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/27,13000000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.5
20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",11237,"[{""id"": 1585, ""name"": ""snake""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6722, ""name"": ""orchid""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 223059, ""name"": ""animal horror""}]",en,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Middle Fork Productions"", ""id"": 3803}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/26,70992898,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,4.9
80000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11026,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11083, ""name"": ""paganism""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 161935, ""name"": ""relic""}, {""id"": 179567, ""name"": ""crisis of faith""}, {""id"": 179568, ""name"": ""archaeological dig""}]",en,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Dominion Productions"", ""id"": 36452}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/20,78000586,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,4.7
19000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",10762,"[{""id"": 4959, ""name"": ""death of a friend""}, {""id"": 6956, ""name"": ""treasure hunt""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""De Line Pictures"", ""id"": 2609}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/20,69631118,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.3
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",395,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 1297, ""name"": ""predator""}, {""id"": 1378, ""name"": ""laserpointer""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1949, ""name"": ""pyramid""}, {""id"": 6049, ""name"": ""praise""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 226177, ""name"": ""xenomorph""}]",en,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Brandywine Productions"", ""id"": 19747}, {""name"": ""Lonlink Productions"", ""id"": 19828}, {""name"": ""Kut Productions"", ""id"": 19829}, {""name"": ""Inside Track Films"", ""id"": 19834}, {""name"": ""Charenton Productions Limited"", ""id"": 19835}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/12,171183863,101,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.5
15000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14024,"[{""id"": 6027, ""name"": ""music""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 10228, ""name"": ""aspiring singer""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 163764, ""name"": ""death of brother""}, {""id"": 172291, ""name"": ""grieving""}, {""id"": 207739, ""name"": ""music school""}, {""id"": 218182, ""name"": ""overprotective father""}]",en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""FilmEngine"", ""id"": 816}, {""name"": ""Brookwell-McNamara Entertainment"", ""id"": 3235}, {""name"": ""ChickFlick Productions"", ""id"": 15312}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/10,14867514,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,6
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",11130,"[{""id"": 2505, ""name"": ""coronation""}, {""id"": 4263, ""name"": ""duty""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 13072, ""name"": ""falling in love""}]",en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/6,95149435,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6
130000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",83,"[{""id"": 269, ""name"": ""diving""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 5250, ""name"": ""red sea""}, {""id"": 5251, ""name"": ""primal fear""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 155334, ""name"": ""scuba""}]",en,"[{""name"": ""Plunge Pictures LLC"", ""id"": 22376}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/6,54667954,79,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.4
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",14846,"[{""id"": 4812, ""name"": ""plan""}]",en,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Blue Star Pictures"", ""id"": 2779}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/6,22034832,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.2
65000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1538,"[{""id"": 387, ""name"": ""california""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 6149, ""name"": ""police""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13112, ""name"": ""murderer""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 163656, ""name"": ""gun violence""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}, {""name"": ""Edge City"", ""id"": 11463}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/8/4,217764291,120,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7
60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",6947,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 164092, ""name"": ""blindness""}, {""id"": 164663, ""name"": ""courtship""}, {""id"": 170179, ""name"": ""mentally handicapped man""}, {""id"": 206706, ""name"": ""human nature""}, {""id"": 220979, ""name"": ""aura""}, {""id"": 233027, ""name"": ""romantic""}, {""id"": 233324, ""name"": ""village council""}]",en,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/7/30,256697520,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.2
80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",14462,"[{""id"": 2944, ""name"": ""senator""}, {""id"": 2952, ""name"": ""gulf war""}, {""id"": 4707, ""name"": ""canoe""}, {""id"": 8651, ""name"": ""kuwait""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 33482, ""name"": ""war hero""}, {""id"": 33483, ""name"": ""u.s. congress""}, {""id"": 46955, ""name"": ""implant""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Clinica Estetico"", ""id"": 1274}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/7/30,96105964,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.2
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",401,"[{""id"": 586, ""name"": ""new jersey""}, {""id"": 856, ""name"": ""paraplegic""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 1740, ""name"": ""pop culture""}, {""id"": 1941, ""name"": ""ecstasy""}, {""id"": 1942, ""name"": ""strangeness""}, {""id"": 1944, ""name"": ""epilepsy""}, {""id"": 1945, ""name"": ""lethargy""}, {""id"": 1947, ""name"": ""answering machine""}, {""id"": 2467, ""name"": ""difficult childhood""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 158741, ""name"": ""grave digger""}]",en,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Large's Ark Productions"", ""id"": 11729}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/7/28,26781723,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.1
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2502,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18067, ""name"": ""exploding house""}, {""id"": 18520, ""name"": ""though guy""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 33779, ""name"": ""rail car""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": 186450, ""name"": ""moscow""}, {""id"": 188955, ""name"": ""hand to hand combat""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""Motion Picture THETA Produktionsgesellschaft"", ""id"": 11346}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/7/23,288500217,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,7.2
57000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",14623,"[{""id"": 3271, ""name"": ""secret organization""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 12393, ""name"": ""golden gate bridge""}, {""id"": 33725, ""name"": ""locker""}, {""id"": 176253, ""name"": ""oil rig\u00a0""}, {""id"": 188178, ""name"": ""teenage hero""}, {""id"": 188179, ""name"": ""soaked clothes""}, {""id"": 207560, ""name"": ""thunderbirds""}]",en,"[{""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Tracy Films"", ""id"": 12362}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2004/7/23,28283637,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,4.2
6500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",18923,"[{""id"": 237, ""name"": ""gay""}, {""id"": 740, ""name"": ""aids""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 11130, ""name"": ""art house""}, {""id"": 46959, ""name"": ""tantrum""}, {""id"": 154937, ""name"": ""bisexual""}, {""id"": 158718, ""name"": ""lgbt""}]",en,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/7/23,1548955,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.8
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",314,"[{""id"": 418, ""name"": ""white russian""}, {""id"": 572, ""name"": ""sex""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 4411, ""name"": ""sexism""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 10843, ""name"": ""superheroine""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 11738, ""name"": ""evil corporation""}, {""id"": 18933, ""name"": ""catwoman""}, {""id"": 180734, ""name"": ""masked superhero""}, {""id"": 236969, ""name"": ""cat lady""}]",en,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Frantic Films"", ""id"": 52945}, {""name"": ""Maple Shade Films"", ""id"": 52946}, {""name"": ""Catwoman Films"", ""id"": 52947}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/7/22,82102379,104,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,4.2
